BEER	ABV	IBU	GRAVITY	COLOR	CATEGORY_ID	CATEGORY_NAME	STYLE_ID	STYLE_NAME
Dubuisson Scaldis Noel	12	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Duck-Rabbit Amber Ale	5.5	NULL	NULL	NULL	29	Amber	NULL	NULL
Duck-Rabbit Baltic Porter	9	NULL	NULL	NULL	23	Porter	NULL	NULL
Duck-Rabbit Barleywine Ale	11	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Duck-Rabbit Brown Ale	5.6	NULL	NULL	NULL	13	Brown Ale	NULL	NULL
Duck-Rabbit Duck-Rabbator	8.5	NULL	NULL	NULL	16	Bock Beer	NULL	NULL
Duck-Rabbit Märzen	?	NULL	NULL	NULL	42	Marzen	NULL	NULL
Duck-Rabbit Milk Stout	5.7	NULL	NULL	NULL	11	Stout	NULL	NULL
Duck-Rabbit Porter	5.7	NULL	NULL	NULL	23	Porter	NULL	NULL
Duck-Rabbit Rabid Duck	10	NULL	NULL	NULL	11	Stout	NULL	NULL
Duck-Rabbit Schwarzbier	5.8	NULL	NULL	NULL	43	Schwarzbier	NULL	NULL
Duck-Rabbit Wee Heavy Scotch Style Ale	8	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
Dupont Avec Les Bons Voeux	9.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Dupont Avril	3.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Dupont Biere de Miel	8	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Dupont Foret	7.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Dupont Moinette Blond	8.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Dupont Moinette Brune	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Dupont Saison Dupont	6.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Eel River Acai Berry Wheat	4	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Eel River Amber Ale	4.75	32	1.012	13	29	Amber	1	American Amber / Red Ale
Eel River I.P.A.	7.2	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Eel River Porter	5.8	35	1.014	29	23	Porter	11	American Porter
Eel River Raven's Eye Imperial Stout	9.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
Eel River Triple Exultation	9.7	45	1.019	16	38	Old Ale	55	Old Ale
Einbecker Brauhaus Mai-Ur-Bock	6.5	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
Einbecker Brauhaus Schwarzbier	4.9	28	1.013	24	43	Schwarzbier	97	Schwarzbier
Einbecker Brauhaus Ur-Bock Dunkel	6.5	22	1.016	17	16	Bock Beer	86	Bock
Einbecker Brauhaus Ur-Bock Hell	6.5	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
Elysian Brewing Avatar Jasmine IPA	6.3	50	1.014	11	10	India Pale Ale	8	American IPA
Elysian Brewing Dragonstooth Stout	7.4	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Elysian Brewing Night Owl Pumpkin Ale	6.1	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
Elysian Brewing Perseus Porter	5.39	35	1.014	29	23	Porter	11	American Porter
Elysian Brewing The Immortal IPA	6.21	50	1.014	11	10	India Pale Ale	8	American IPA
Elysian Brewing The Wise ESB	6.21	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Erdinger Pikantus	7.3	22	1.019	19	16	Bock Beer	67	Weizenbock
Erdinger Weissbier	5.3	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Erdinger Weissbier Dunkel	5.6	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Erie Brewing Mad Anthony's APA	5.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Erie Brewing Misery Bay IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Erie Brewing Ol' Red Cease and Desist	10.1	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Erie Brewing Presque Isle Pilsner	4.2	35	1.01	4	12	Pilsner	90	German Pilsener
Erie Brewing Railbender Ale	6.8	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Evolution Exile ESB	5.8	NULL	NULL	NULL	28	Bitter	NULL	NULL
Evolution Lot #3 IPA	6.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Evolution Lucky 7 Porter	5.8	NULL	NULL	NULL	23	Porter	NULL	NULL
Evolution Primal Pale Ale	4.9	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Fantome BBB Dark White	4.5	28	1.011	4	31	Pale Ale	25	Belgian Strong Pale Ale
Fantome Black Ghost	8	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Fantome Brise-BonBons	8	NULL	NULL	NULL	24	Saison	NULL	NULL
Fantome Chocolat	8	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Fantome De Noel	10	NULL	NULL	NULL	24	Saison	NULL	NULL
Fantome Hiver	8	NULL	NULL	NULL	24	Saison	NULL	NULL
Fantome La Dalmatienne	8	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Fantome Printemps	8	NULL	NULL	NULL	24	Saison	NULL	NULL
Fantome Saison	8	NULL	NULL	NULL	24	Saison	NULL	NULL
Fantome Strange Ghost	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
FEMSA Bohemia	5.3	35	1.01	4	12	Pilsner	90	German Pilsener
FEMSA Dos Equis Amber	4.5	24	1.012	13	20	Lager	98	Vienna Lager
FEMSA Dos Equis Special Lager	5	10	1.006	3	20	Lager	74	American Adjunct Lager
FEMSA Sol	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
FEMSA Tecate	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
FEMSA Xingu Black Beer	4.7	28	1.013	24	43	Schwarzbier	97	Schwarzbier
Firestone Walker Double Barrel Ale	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Firestone Walker Nectar IPA	6.7	50	1.014	11	10	India Pale Ale	8	American IPA
Firestone Walker Pale 31	4.8	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Firestone Walker Red Nectar	5.16	NULL	NULL	NULL	29	Amber	NULL	NULL
Firestone Walker Union Jack IPA	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
Flossmoor Station Collaborative Evil	10	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Flossmoor Station Killer Kapowski	8	30	1.02	23	23	Porter	39	Baltic Porter
Flossmoor Station Pullman Brown Ale	6	32	1.012	27	13	Brown Ale	4	American Brown Ale
Flossmoor Station Wooden Hell	9.5	52	1.024	15	14	Barley Wine	41	English Barleywine
Flying Dog Dog Schwarz	7.8	25	1.014	17	41	Smoked Beer	96	Rauchbier
Flying Dog Doggie Style	5.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Flying Dog Dogtoberfest	5.8	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Flying Dog Double Dog	11.5	90	1.017	12	36	Strong Ale	6	American Double / Imperial IPA
Flying Dog Garde Dog	5.5	15	1.012	12	35	Biere de Garde	27	Bière de Garde
Flying Dog Gonzo	7.8	30	1.02	23	23	Porter	39	Baltic Porter
Flying Dog Horn Dog	10.2	52	1.024	15	14	Barley Wine	41	English Barleywine
Flying Dog In Heat Wheat	4.7	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Flying Dog K9 Cruiser	6.4	26	1.02	17	36	Strong Ale	50	English Strong Ale
Flying Dog Kerberos Tripel	8.5	30	1.011	6	9	Tripel	37	Tripel
Flying Dog Old Scratch	5.5	32	1.01	17	29	Amber	75	American Amber / Red Lager
Flying Dog Raging Bitch Belgian IPA	8.3	55	1.014	11	10	India Pale Ale	22	Belgian IPA
Flying Dog Road Dog	6	35	1.014	29	23	Porter	11	American Porter
Flying Dog Snake Dog	7.1	50	1.014	11	10	India Pale Ale	8	American IPA
Flying Dog Tire Bite	5	25	1.009	4	39	Kolsch	65	Kölsch
Flying Dog Woody Creek White	4.8	15	1.01	3	26	Wheat Beer	38	Witbier
Flying Fish Belgian Style Dubbel	7.3	20	1.013	13	33	Dubbel	28	Dubbel
Flying Fish ESB Ale	5.5	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Flying Fish Extra Pale Ale	4.7	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Flying Fish Farmhouse Summer Ale	4.6	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Flying Fish Grand Cru Winter Reserve	7.2	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Flying Fish HopFish	6.3	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Flying Fish Imperial Espresso Porter	8	35	1.014	29	23	Porter	11	American Porter
Foothills Foothills Oktoberfest	6.5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Foothills Foothills Red	4.7	22	1.011	14	29	Amber	69	Irish Red Ale
Foothills Hoppyum	6.25	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Foothills Seeing Double IPA	9.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Foothills Sexual Chocolate	10	70	1.024	35	11	Stout	56	Russian Imperial Stout
Foothills Total Eclipse Stout	7	NULL	NULL	NULL	11	Stout	NULL	NULL
Foster's Foster's Premium Ale	5.5	40	1.013	12	31	Pale Ale	51	Extra Special / Strong Bitter (ESB)
Founders Backwoods Bastard	10.2	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Founders Breakfast Stout	8.3	NULL	NULL	NULL	11	Stout	NULL	NULL
Founders Canadian Breakfast Stout	9.4	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Founders Centennial IPA	7.2	50	1.014	11	10	India Pale Ale	8	American IPA
Founders Cerise	6.5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Founders Curmudgeon Old Ale	9.8	45	1.019	16	38	Old Ale	55	Old Ale
Founders Devil Dancer Triple IPA	12	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Founders Dirty Bastard	8.3	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
Founders Double Trouble	9.4	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Founders Harvest Ale	6.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Founders Imperial Stout	10	NULL	NULL	NULL	11	Stout	NULL	NULL
Founders Kentucky Breakfast Stout	11.2	NULL	NULL	NULL	11	Stout	NULL	NULL
Founders Nemesis 2009	12	50	1.022	20	14	Barley Wine	20	Wheatwine
Founders Nemesis 2010	12	85	1.022	14	14	Barley Wine	2	American Barleywine
Founders Pale Ale	6.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Founders Porter	6.5	35	1.014	29	23	Porter	11	American Porter
Founders Red's Rye P.A.	6.6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Four Peaks 8th Street Ale	4.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Four Peaks Hop Knot	6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Four Peaks Kiltlifter	6.2	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
Free State Ad Astra Ale	?	NULL	NULL	NULL	38	Old Ale	NULL	NULL
Free State Copperhead Pale Ale	?	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Free State Oatmeal Stout	?	NULL	NULL	NULL	11	Stout	NULL	NULL
Free State Wheat State Golden	?	NULL	NULL	NULL	30	Blonde	NULL	NULL
Full Sail Amber	5.5	NULL	NULL	NULL	29	Amber	NULL	NULL
Full Sail Black Gold Imperial Stout	10.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
Full Sail Capsize	7.2	90	1.015	12	12	Pilsner	76	American Double / Imperial Pilsner
Full Sail Equinox	5.7	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Full Sail Full Sail 21	8	21	1.02	16	16	Bock Beer	87	Doppelbock
Full Sail Full Sail IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Full Sail Full Sail LTD 01	6.4	22	1.016	17	16	Bock Beer	86	Bock
Full Sail Full Sail LTD 02	6.4	32	1.01	17	20	Lager	75	American Amber / Red Lager
Full Sail Full Sail LTD 03	5.6	35	1.01	4	12	Pilsner	90	German Pilsener
Full Sail Full Sail Nut Brown Ale	6	32	1.012	27	13	Brown Ale	4	American Brown Ale
Full Sail Grandsun of Spot	6	50	1.014	11	10	India Pale Ale	8	American IPA
Full Sail Half Pipe Porter	5.4	35	1.014	29	23	Porter	11	American Porter
Full Sail Hopocity	5.2	30	1.009	9	31	Pale Ale	42	English Bitter
Full Sail Keelhauler	6.8	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Full Sail Nugget	6.5	32	1.012	13	29	Amber	1	American Amber / Red Ale
Full Sail Old Boardhead	9	85	1.022	14	14	Barley Wine	2	American Barleywine
Full Sail Pale Ale	5.4	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Full Sail Prodigal Sun IPA	6.2	50	1.014	11	10	India Pale Ale	8	American IPA
Full Sail Rip Curl	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Full Sail Session Black	5.4	28	1.013	24	43	Schwarzbier	97	Schwarzbier
Full Sail Session Lager	5.1	10	1.006	3	20	Lager	78	American Pale Lager
Full Sail Slipknot Imperial IPA	7.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Full Sail Sun Of Spot	6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Full Sail Top Sail	7.5	35	1.014	29	23	Porter	11	American Porter
Full Sail Top Sail	7.5	NULL	NULL	NULL	23	Porter	NULL	NULL
Full Sail Vesuvius	8.5	28	1.011	4	31	Pale Ale	25	Belgian Strong Pale Ale
Full Sail Wassail	7	25	1.016	17	36	Strong Ale	57	Winter Warmer
Full Sail Wreck The Halls	6.7	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Fuller's 1845	6.3	26	1.02	17	36	Strong Ale	50	English Strong Ale
Fuller's ESB	5.9	NULL	NULL	NULL	28	Bitter	NULL	NULL
Fuller's London Porter	5.4	27	1.011	25	23	Porter	48	English Porter
Fuller's London Pride	4.7	30	1.01	9	31	Pale Ale	46	English Pale Ale
Fuller's Vintage Ale	8.5	45	1.019	16	38	Old Ale	55	Old Ale
Furthermore Oscura	5.3	38	1.013	12	15	Steam Beer	79	California Common / Steam Beer
Gaffel Gaffel Kölsch	4.8	25	1.009	4	39	Kolsch	65	Kölsch
Genesee Dundee Festive Ale	6.2	25	1.016	17	36	Strong Ale	57	Winter Warmer
Genesee Dundee Honey Brown	4.5	32	1.01	17	29	Amber	75	American Amber / Red Lager
Genesee Dundee India Pale Ale	6.3	50	1.014	11	10	India Pale Ale	8	American IPA
Genesee Dundee Pale Ale	5.3	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Genesee Dundee Pale Bock Lager	6.2	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
Genesee Dundee Porter	6.5	35	1.014	29	23	Porter	11	American Porter
Genesee Dundee Wheat Beer	4.2	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Genesee Genesee Cream Ale	5.1	18	1.009	4	17	Cream Ale	17	Cream Ale
Genesee Genny Light	3.6	NULL	NULL	NULL	20	Lager	NULL	NULL
Genesee Narragansett Lager	5.1	10	1.006	3	20	Lager	74	American Adjunct Lager
Goose Island 312	4.2	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Goose Island Bourbon County Brand Coffee Stout	13	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Goose Island Bourbon County Stout	13	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Goose Island Christmas Ale	5.4	25	1.016	17	8	Misc	57	Winter Warmer
Goose Island Demolition	6.7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Goose Island Green Line Pale Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Goose Island Harvest Ale	5.6	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Goose Island Honker's Ale	5	30	1.009	9	28	Bitter	42	English Bitter
Goose Island Imperial IPA	9.2	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Goose Island India Pale Ale	5.9	50	1.014	11	10	India Pale Ale	8	American IPA
Goose Island Juliet	6.7	17	1.01	8	32	Wild Ale	14	American Wild Ale
Goose Island Matilda	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Goose Island Mild Winter	5.6	25	1.016	17	45	Specialty Grain	57	Winter Warmer
Goose Island Naughty Goose	5.2	32	1.012	27	13	Brown Ale	4	American Brown Ale
Goose Island Night Stalker	11.7	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Goose Island Nut Brown Ale	5.2	20	1.011	22	13	Brown Ale	43	English Brown Ale
Goose Island Oatmeal Stout	5	33	1.015	32	11	Stout	54	Oatmeal Stout
Goose Island Pere Jacques	9	20	1.013	13	33	Dubbel	28	Dubbel
Goose Island Red Felt	5.7	32	1.012	13	29	Amber	1	American Amber / Red Ale
Goose Island Sofie	6.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Goose Island Summertime	5	25	1.009	4	39	Kolsch	65	Kölsch
Gordon Biersch Black Toad	5.3	20	1.011	22	13	Brown Ale	43	English Brown Ale
Grand Teton Bitch Creek ESB	6.5	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Grand Teton Black Cauldron	8	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Grand Teton Howling Wolf	8	22	1.019	19	26	Wheat Beer	67	Weizenbock
Grand Teton Lost Continent	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Grand Teton Sweetgrass IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Great Divide 15th Anniversary Wood Aged Double IPA	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Great Divide 16th Anniversary Wood Aged	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Great Divide Barrel-Aged Old Ruffian	12.7	85	1.022	14	14	Barley Wine	2	American Barleywine
Great Divide Belgica	7.2	55	1.014	11	10	India Pale Ale	22	Belgian IPA
Great Divide Chocolate Oak-Aged Yeti Imperial Stout	9.5	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Great Divide Claymore Scotch Ale	7.7	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Great Divide Colette Farmhouse Ale	7.3	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Great Divide Denver Pale Ale	5.4	30	1.01	9	31	Pale Ale	46	English Pale Ale
Great Divide Double Wit	8.1	15	1.01	3	26	Wheat Beer	38	Witbier
Great Divide Dunkel Weisse	6.4	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Great Divide Espresso Oak Aged Yeti	9.5	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Great Divide Fresh Hop Pale Ale	6.1	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Great Divide Hades	7.3	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Great Divide Hercules Double IPA	9.1	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Great Divide Hibernation Ale	8.1	25	1.016	17	38	Old Ale	57	Winter Warmer
Great Divide Hoss	6.2	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Great Divide Oak-Aged Yeti	9.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
Great Divide Old Ruffian	10.27	85	1.022	14	14	Barley Wine	2	American Barleywine
Great Divide Rumble IPA	7.1	50	1.014	11	10	India Pale Ale	8	American IPA
Great Divide Saison Farmhouse Ale	7.3	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Great Divide Samurai Rice Ale	5.2	20	1.011	4	30	Blonde	3	American Blonde Ale
Great Divide Smoked Baltic Porter	6.2	30	1.02	23	23	Porter	39	Baltic Porter
Great Divide St. Bridget's Porter	6	35	1.014	29	23	Porter	11	American Porter
Great Divide Titan IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Great Divide Tripel	9.3	30	1.011	6	9	Tripel	37	Tripel
Great Divide Wild Raspberry Ale	5.6	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Great Divide Yeti Imperial Stout	9.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
Great Lakes Barrel-Aged Blackout Stout	9	NULL	NULL	NULL	11	Stout	NULL	NULL
Great Lakes Blackout Stout	9	NULL	NULL	NULL	11	Stout	NULL	NULL
Great Lakes Burning River	6	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Great Lakes Christmas Ale	7.5	25	1.016	17	44	Fruit/Vegetable	57	Winter Warmer
Great Lakes Commodore Perry	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
Great Lakes Conway's irish Ale	6.5	22	1.011	14	29	Amber	69	Irish Red Ale
Great Lakes Dortmunder Gold	5.8	NULL	NULL	NULL	20	Lager	NULL	NULL
Great Lakes Edmund Fitzgerald	5.8	35	1.014	29	23	Porter	11	American Porter
Great Lakes Eliot Ness	6.2	24	1.012	13	20	Lager	98	Vienna Lager
Great Lakes Glockenspiel	8	22	1.019	19	16	Bock Beer	67	Weizenbock
Great Lakes Grassroots Ale	6.2	NULL	NULL	NULL	24	Saison	NULL	NULL
Great Lakes Holy Moses White Ale	5.4	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Great Lakes Lake Erie Monster	9.1	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Great Lakes Moondog Ale	5	NULL	NULL	NULL	28	Bitter	NULL	NULL
Great Lakes Nosferatu	8	85	1.02	13	36	Strong Ale	13	American Strong Ale
Great Lakes Oktoberfest	6.5	NULL	NULL	NULL	42	Marzen	NULL	NULL
Great Lakes Orange Peel Ale	5.3	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Great Lakes Winter Ale	6.2	25	1.016	17	8	Misc	57	Winter Warmer
Green Flash Barleywine	10	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Green Flash Double Stout	8.8	NULL	NULL	NULL	11	Stout	NULL	NULL
Green Flash Hop Head Red	6.3	NULL	NULL	NULL	29	Amber	NULL	NULL
Green Flash Imperial IPA	9	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Green Flash Le Freak	9.2	NULL	NULL	NULL	9	Tripel	NULL	NULL
Green Flash West Coast IPA	7.3	50	1.014	11	10	India Pale Ale	8	American IPA
Green's Green's Discovery	6	26	1.02	17	36	Strong Ale	50	English Strong Ale
Green's Green's Endeavor	7	20	1.013	13	33	Dubbel	28	Dubbel
Green's Green's Quest	8.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Greene King / Morland Abbot Ale	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Greene King / Morland Olde Suffolk English Ale	6	45	1.019	16	38	Old Ale	55	Old Ale
Greene King / Morland Wexford Irish Cream Ale	5	30	1.009	9	28	Bitter	42	English Bitter
Grolsch Grolsch Premium Lager	5	12	1.006	3	20	Lager	84	Euro Pale Lager
Grupo Modelo Corona Extra	4.6	10	1.006	3	20	Lager	74	American Adjunct Lager
Grupo Modelo Corona Light	4.1	10	1.001	3	20	Lager	80	Light Lager
Grupo Modelo Modelo Especial	4.4	10	1.006	3	20	Lager	74	American Adjunct Lager
Grupo Modelo Negra Modelo	5.4	23	1.013	21	20	Lager	93	Munich Dunkel Lager
Grupo Modelo Pacifico	4.8	10	1.006	3	20	Lager	74	American Adjunct Lager
Guinness 250th Anniversary Stout	5	37	1.009	32	11	Stout	68	Irish Dry Stout
Guinness Guinness Draught	4.2	37	1.009	32	11	Stout	68	Irish Dry Stout
Guinness Guinness Extra Stout	6	37	1.009	32	11	Stout	68	Irish Dry Stout
Guinness Harp Lager	5	12	1.006	3	20	Lager	84	Euro Pale Lager
Guinness Kilkenny	4.3	22	1.011	14	17	Cream Ale	69	Irish Red Ale
Guinness Smithwick's	4.5	22	1.011	14	29	Amber	69	Irish Red Ale
Haandbryggeriet (Norway) Aqua Vita Porter	7	35	1.014	29	23	Porter	11	American Porter
Haandbryggeriet (Norway) Ardenne Blond	7.5	NULL	NULL	NULL	24	Saison	NULL	NULL
Haandbryggeriet (Norway) Nissefar	7	35	1.014	29	23	Porter	11	American Porter
Haandbryggeriet (Norway) Nissemor	6	45	1.019	16	38	Old Ale	55	Old Ale
Haandbryggeriet (Norway) Norse Porter	6.5	35	1.014	29	23	Porter	11	American Porter
Haandbryggeriet Odin's Tipple	11	70	1.024	35	11	Stout	56	Russian Imperial Stout
Hacker-Pschorr Oktoberfest-Märzen	5.8	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Hacker-Pschorr Weisse	5.5	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Hacker-Pschorr Weisse Dark	5.3	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Hair of the Dog Adam	10	45	1.019	16	38	Old Ale	55	Old Ale
Hair of the Dog Blue Dot	7	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Hair of the Dog Doggie Claws	11.5	85	1.022	14	14	Barley Wine	2	American Barleywine
Hair of the Dog Fred	10	85	1.022	14	14	Barley Wine	2	American Barleywine
Hair of the Dog Ruth	5.6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Hale's Ales Supergoose DIPA	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
Half Acre Big Hugs	9.5	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Half Acre Daisy Cutter	5.2	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Half Acre Ginger Twin	6.5	32	1.012	13	29	Amber	1	American Amber / Red Ale
Harpoon Barley Wine	10.3	85	1.022	14	14	Barley Wine	2	American Barleywine
Harpoon Bohemian Pilsner	4.7	40	1.015	5	12	Pilsner	82	Czech Pilsener
Harpoon Brown	4.3	18	1.01	19	13	Brown Ale	44	English Dark Mild Ale
Harpoon Catamount Maple Wheat	6.8	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Harpoon Celtic Ale	5.4	22	1.011	14	29	Amber	69	Irish Red Ale
Harpoon Chocolate Stout	6.3	55	1.016	35	11	Stout	12	American Stout
Harpoon Crystal Wheat	4.8	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Harpoon English Style Old Ale	7.9	45	1.019	16	38	Old Ale	55	Old Ale
Harpoon Framboise	5.3	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Harpoon Frankenfest	6.9	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Harpoon Glacier Harvest '08 Wet Hop		37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Harpoon Glacier Harvest '09 Wet Hop	6.7	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Harpoon Harpoon Ale	4.9	37	1.012	9	29	Amber	9	American Pale Ale (APA)
Harpoon Helles Blond Bock	7.4	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
Harpoon I.P.A.	5.9	50	1.014	11	10	India Pale Ale	8	American IPA
Harpoon Kellerbier	5,2	30	1.012	5	20	Lager	91	Keller Bier / Zwickel Bier
Harpoon Leviathan Baltic Porter	9.5	30	1.02	23	23	Porter	39	Baltic Porter
Harpoon Leviathan Big Bohemian	9	90	1.015	12	12	Pilsner	76	American Double / Imperial Pilsner
Harpoon Leviathan Imperial IPA	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Harpoon Leviathan Quad	11.75	28	1.017	17	34	Quad	35	Quadrupel (Quad)
