BEER	ABV	IBU	GRAVITY	COLOR	CATEGORY_ID	CATEGORY_NAME	STYLE_ID	STYLE_NAME
Brasserie Caracole Nostradamus	9.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Brasserie Caracole Saxo	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Brasserie Caracole Troublette	5	15	1.01	3	26	Wheat Beer	38	Witbier
Brasserie Castelain Blond Biere de Garde	6.4	15	1.012	12	35	Biere de Garde	27	Bière de Garde
Brasserie Castelain St. Amand	5.9	15	1.012	12	35	Biere de Garde	27	Bière de Garde
Brasserie de Silly La Divine Blond	7.5	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Brasserie de Silly La Divine Triple	9.5	NULL	NULL	NULL	9	Tripel	NULL	NULL
Brasserie de Silly Pink Killer	5	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Brasserie de Silly Saison Silly	5.3	NULL	NULL	NULL	24	Saison	NULL	NULL
Brasserie de Silly Scotch Silly	8	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
Brasserie des Geants Saison Voisin	5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Brasserie Dieu du Ciel Aphrodisiaque	6.5	55	1.016	35	11	Stout	12	American Stout
Brasserie Dieu du Ciel Corne Du Diable	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Brasserie Dieu du Ciel Dernière Volonté	6.5	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Brasserie Dieu du Ciel Péché Mortel	9.5	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Brasserie Dieu du Ciel Route Des Épices	5	22	1.012	17	45	Specialty Grain	19	Rye Beer
Brasserie Grain d'Orge Belzebuth	13	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Brasserie La Binchoise La Binchoise Blonde Tradition	6.5	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Brasserie La Binchoise La Binchoise Brune Tradition	8.2	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Brasserie La Binchoise La Binchoise Reserve Speciale	9	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Brasserie Lefebvre Blanche de Bruxelles	4.5	15	1.01	3	26	Wheat Beer	38	Witbier
Brasserie Lefebvre Floreffe Blonde	6.3	25	1.012	11	30	Blonde	23	Belgian Pale Ale
Brasserie Lefebvre Floreffe Prima Melior	8	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Brasserie Lefebvre Floreffe Triple	7.5	30	1.011	6	9	Tripel	37	Tripel
Brasserie Piedboeuf Jupiler	5.2	NULL	NULL	NULL	20	Lager	NULL	NULL
Breckenridge 471 Small Batch IPA	9.2	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Breckenridge Avalanche	5.41	32	1.012	13	29	Amber	1	American Amber / Red Ale
Breckenridge Christmas Ale	7.4	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Breckenridge Oatmeal Stout	4.95	33	1.015	32	11	Stout	54	Oatmeal Stout
Breckenridge Vanilla Porter	4.7	35	1.014	29	23	Porter	11	American Porter
BrewDog Bashah	8.6	55	1.014	25	8	Misc	104	Black IPA / Cascadian Dark Ale
BrewDog Chaos Theory	7.1	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
BrewDog Devine Rebel	12.5	52	1.024	15	14	Barley Wine	41	English Barleywine
BrewDog Dogma	7.8	20	1.013	8	36	Strong Ale	102	Herbed / Spiced Beer
BrewDog Hardcore IPA	9	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
BrewDog Paradox Glen Grant	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
BrewDog Paradox Islay	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
BrewDog Paradox Smokehead	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
BrewDog Paradox Springbank	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
BrewDog Punk IPA	6.1	50	1.014	11	10	India Pale Ale	8	American IPA
BrewDog Riptide	8	NULL	NULL	NULL	11	Stout	NULL	NULL
BrewDog The Physics	5	NULL	NULL	NULL	28	Bitter	NULL	NULL
BrewDog Tokyo	12	NULL	NULL	NULL	11	Stout	NULL	NULL
BrewDog Zephyr	13	90	1.017	12	44	Fruit/Vegetable	6	American Double / Imperial IPA
BridgePort Black Strap Stout	6	55	1.016	35	11	Stout	12	American Stout
BridgePort Blue Heron	4.9	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
BridgePort BridgePort ESB	6.1	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
BridgePort BridgePort IPA	5.5	50	1.014	11	10	India Pale Ale	8	American IPA
BridgePort BridgePort Porter	5.5	35	1.014	29	23	Porter	11	American Porter
BridgePort Ebenezer	6.4	25	1.016	17	36	Strong Ale	57	Winter Warmer
BridgePort Haymaker	5.3	20	1.011	4	30	Blonde	3	American Blonde Ale
BridgePort Hop Czar	7.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
BridgePort Ropewalk Amber Ale	5.6	32	1.012	13	29	Amber	1	American Amber / Red Ale
Bristol Beehive	5	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Bristol Cheyenne Canon	6.3	NULL	NULL	NULL	13	Brown Ale	NULL	NULL
Bristol Compass IPA	6.7	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Bristol Laughing Lab	5.3	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
Bristol Mass Transit Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Bristol Old No. 23	11.25	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Bristol Red Rocket	5.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Bristol Winter Warlock	6.5	NULL	NULL	NULL	11	Stout	NULL	NULL
Brooklyn Black Chocolate Stout	10.6	NULL	NULL	NULL	11	Stout	NULL	NULL
Brooklyn Black OpS	11.6	70	1.024	35	11	Stout	56	Russian Imperial Stout
Brooklyn Brooklyn Lager	5.2	24	1.012	13	20	Lager	98	Vienna Lager
Brooklyn Brooklyner Weisse	5	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Brooklyn Brooklyner-Schneider Hopfen-Weisse	8.5	22	1.019	19	16	Bock Beer	67	Weizenbock
Brooklyn Brown Ale	5.6	32	1.012	27	13	Brown Ale	4	American Brown Ale
Brooklyn East India Pale Ale	6.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Brooklyn Local 1	9	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Brooklyn Local 2	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Brooklyn Monster Ale	10.8	52	1.024	15	14	Barley Wine	41	English Barleywine
Brooklyn Oktoberfest	5.5	NULL	NULL	NULL	42	Marzen	NULL	NULL
Brooklyn Pennant Ale 55	5.1	30	1.01	9	31	Pale Ale	46	English Pale Ale
Brooklyn Pilsner	5	NULL	NULL	NULL	12	Pilsner	NULL	NULL
Brooklyn Post Road Pumpkin Ale	5	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
Brooklyn Summer Ale	4.5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Brooklyn Winter Ale	6	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Brouwerij Boon Boon Oude Geuze	7	5	1.003	5	32	Wild Ale	32	Gueuze
Brouwerij Boon Boon Oude Geuze Mariage Parfait	8	5	1.003	5	32	Wild Ale	32	Gueuze
Brouwerij Boon Boon Oude Kriek	6.5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
Brouwerij Contreras Valeir Extra	6.5	55	1.014	11	10	India Pale Ale	22	Belgian IPA
Brouwerij Girardin Girardin Gueuze Black Label	5	5	1.003	5	32	Wild Ale	32	Gueuze
Brouwerij Oud Beersel Bersalis	9.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Brouwerij Oud Beersel Oud Beersel Framboise	6	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
Brouwerij Oud Beersel Oud Beersel Kriek	4	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
Brouwerij Oud Beersel Oude Gueuze Vieille	6	5	1.003	5	32	Wild Ale	32	Gueuze
Brouwerij Oud Beersel Oude Kriek Vieille	6.5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
Browar Okocim Okocim Beer	7	35	1.01	4	12	Pilsner	90	German Pilsener
Brunehaut St. Martin Blonde	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Brunehaut St. Martin Brune	8	20	1.013	13	33	Dubbel	28	Dubbel
Budvar Czechvar (Budvar)	5	NULL	NULL	NULL	20	Lager	NULL	NULL
Buffalo Bill's Blueberry Oatmeal Stout	7.5	70	1.024	35	44	Fruit/Vegetable	7	American Double / Imperial Stout
Buffalo Bill's Orange Blossom Cream Ale	5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Buffalo Bill's Pumpkin Ale	5	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
Butte Creek Organic India Pale Ale	6.7	50	1.014	11	10	India Pale Ale	8	American IPA
Butte Creek Organic Porter	5.9	35	1.014	29	23	Porter	11	American Porter
Butternuts Heinnieweisse	4.9	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Butternuts Moo Thunder	4.9	30	1.019	35	11	Stout	53	Milk / Sweet Stout
Butternuts Porkslap Pale Ale	4.3	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Butternuts Snapperhead IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Caldera Hopportunity Knocks	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Caldera IPA	6.1	50	1.014	11	10	India Pale Ale	8	American IPA
Caldera Pale Ale	5.6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Cantillon 50°N-4°E	7	5	1.006	5	32	Wild Ale	34	Lambic - Unblended
Cantillon Bruocsella 1900 Grand Cru	5	5	1.006	5	32	Wild Ale	34	Lambic - Unblended
Cantillon Classic Gueuze	5	5	1.003	5	32	Wild Ale	32	Gueuze
Cantillon Cuvee des Champions	5	5	1.003	5	32	Wild Ale	32	Gueuze
Cantillon Fou' Foune	5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
Cantillon Gueuze Loerik	5	5	1.003	5	32	Wild Ale	32	Gueuze
Cantillon Iris	5	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
Cantillon Kriek	5	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
Cantillon Rose De Gambrinus	5	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
Cantillon Saint Lamvinus	5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
Cantillon Vigneronne	5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
Capital Autumnal Fire	8.5	21	1.02	16	16	Bock Beer	87	Doppelbock
Capital Blond Doppelbock	8	21	1.02	16	16	Bock Beer	87	Doppelbock
Capital Capital Baltic Porter	8.5	30	1.02	23	23	Porter	39	Baltic Porter
Capital Capital Oktoberfest	5.5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Capital Capital Pilsner	4.8	35	1.01	4	12	Pilsner	90	German Pilsener
Capital Capital Wild Rice	5	20	1.013	8	45	Specialty Grain	102	Herbed / Spiced Beer
Capital Maibock	6.2	NULL	NULL	NULL	16	Bock Beer	NULL	NULL
Capital Munich Dark	5.5	23	1.013	21	20	Lager	93	Munich Dunkel Lager
Capital Winter Skål	5.4	32	1.01	17	29	Amber	75	American Amber / Red Lager
Capital Wisconsin Amber	5.1	32	1.01	17	29	Amber	75	American Amber / Red Lager
Captain Lawrence Captain's Reserve	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Captain Lawrence Cuvee de Castleton	6	17	1.01	8	32	Wild Ale	14	American Wild Ale
Captain Lawrence Flaming Fury		17	1.01	8	32	Wild Ale	14	American Wild Ale
Captain Lawrence Golden Delicious	10	30	1.011	6	9	Tripel	37	Tripel
Captain Lawrence Little Linda's Liquid	8.5	17	1.01	8	32	Wild Ale	14	American Wild Ale
Captain Lawrence Nor' Easter	12	25	1.016	17	36	Strong Ale	57	Winter Warmer
Captain Lawrence Rosso e Marrone		15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
Captain Lawrence Smoke from the Oak	6.4	35	1.014	29	41	Smoked Beer	11	American Porter
Captain Lawrence Xtra Gold	10	30	1.011	6	9	Tripel	37	Tripel
Captured by Porches Invasive Species IPA	6.3	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Carlow Brewing O'Hara's Celtic Stout	4.3	37	1.009	32	11	Stout	68	Irish Dry Stout
Carlow Brewing O'Hara's Irish Red	4.3	22	1.011	14	29	Amber	69	Irish Red Ale
Carlsberg Carlsberg Beer	4.6	35	1.01	4	12	Pilsner	90	German Pilsener
Carlsberg Carlsberg Elephant	7.2	20	1.017	5	20	Lager	85	Euro Strong Lager
Carlton & United Pure Blonde	4.6	NULL	NULL	NULL	20	Lager	NULL	NULL
Carlton & United Victoria Bitter	4.9	NULL	NULL	NULL	20	Lager	NULL	NULL
Carolina Beer Company Carolina Blonde	5	NULL	NULL	NULL	30	Blonde	NULL	NULL
Castlemaine Perkins XXXX Bitter	4.8	NULL	NULL	NULL	20	Lager	NULL	NULL
Cervecera Mexicana Ed Hardy Death Or Light Beer	?	NULL	NULL	NULL	20	Lager	NULL	NULL
Cervecera Mexicana Ed Hardy Premium Beer	?	NULL	NULL	NULL	20	Lager	NULL	NULL
Chimay Chimay Grande Reserve (Blue)	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Chimay Chimay Première (Red)	7	20	1.013	13	33	Dubbel	28	Dubbel
Chimay Chimay Tripel (White)	8	30	1.011	6	9	Tripel	37	Tripel
Cisco Brewers Baggywrinkle Barleywine	12	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Cisco Brewers Bailey's Ale	7.5	20	1.011	4	30	Blonde	3	American Blonde Ale
Cisco Brewers Captain Swain's Extra Stout	8	NULL	NULL	NULL	11	Stout	NULL	NULL
Cisco Brewers Cherry Woods	4.7	17	1.01	8	32	Wild Ale	14	American Wild Ale
Cisco Brewers Grey Lady	?	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Cisco Brewers Indie Pale Ale	?	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Cisco Brewers Moor Porter	7	35	1.014	29	23	Porter	11	American Porter
Cisco Sankaty Light	3.8	10	1.001	3	20	Lager	80	Light Lager
Cisco Whale's Tale Pale Ale	5.6	30	1.01	9	31	Pale Ale	46	English Pale Ale
Clipper City Heavy Seas Below Decks	11	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Clipper City Heavy Seas Big DIPA	10.6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Clipper City Heavy Seas Hang Ten	10	22	1.019	19	16	Bock Beer	67	Weizenbock
Clipper City Heavy Seas Holy Sheet	9	20	1.013	13	33	Dubbel	28	Dubbel
Clipper City Heavy Seas Loose Cannon (Hop3)	7.25	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Clipper City Heavy Seas Peg Leg	8	NULL	NULL	NULL	11	Stout	NULL	NULL
Clipper City Heavy Seas Prosit!	9	NULL	NULL	NULL	42	Marzen	NULL	NULL
Clipper City Heavy Seas Red Sky At Night	8	NULL	NULL	NULL	24	Saison	NULL	NULL
Clipper City Heavy Seas Small Craft Warning	7	NULL	NULL	NULL	20	Lager	NULL	NULL
Clipper City Heavy Seas Winter Storm	7.5	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Clipper City MärzHon	5.8	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Coast Blackbeerd	9.3	70	1.024	35	11	Stout	56	Russian Imperial Stout
Coast HopArt	7.7	50	1.014	11	10	India Pale Ale	8	American IPA
Coast Rye Not Brown Ale	6.2	32	1.012	27	13	Brown Ale	4	American Brown Ale
Cold Spring Cold Spring Pale Ale		37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Cold Spring Moonlight Ale		25	1.012	25	13	Brown Ale	15	Black & Tan
Coney Island (Shmaltz) Albino Python	6	10	1.006	3	20	Lager	78	American Pale Lager
Coney Island (Shmaltz) Coney Island Lager	5.5	32	1.01	17	29	Amber	75	American Amber / Red Lager
Coney Island (Shmaltz) Freaktoberfest	6.66	32	1.01	17	29	Amber	75	American Amber / Red Lager
Coney Island (Shmaltz) Human Blockhead	10	32	1.01	17	29	Amber	75	American Amber / Red Lager
Coney Island (Shmaltz) Sword Swallower	6.8	10	1.006	3	20	Lager	78	American Pale Lager
Coniston Bluebird Bitter	4.2	NULL	NULL	NULL	28	Bitter	NULL	NULL
Coniston Old Man Ale	4.8	45	1.019	16	38	Old Ale	55	Old Ale
Coopers Coopers Best Extra Stout	6.3	50	1.015	35	11	Stout	52	Foreign / Export Stout
Coopers Coopers Original Pale Ale	4.5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Coopers Coopers Premium Lager	5	12	1.006	3	20	Lager	84	Euro Pale Lager
Coopers Coopers Sparkling Ale	5.8	30	1.01	9	30	Blonde	46	English Pale Ale
Coors Blue Moon	5.4	15	1.01	3	26	Wheat Beer	38	Witbier
Coors Blue Moon Full Moon	5.6	20	1.013	13	33	Dubbel	28	Dubbel
Coors Blue Moon Grand Cru		15	1.01	3	26	Wheat Beer	38	Witbier
Coors Blue Moon Harvest Moon	5.77	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
Coors Blue Moon Honey Moon	5.6	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Coors Blue Moon Pale Moon	5.4	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Coors Blue Moon Rising Moon	5.4	32	1.012	13	26	Wheat Beer	1	American Amber / Red Ale
Coors Coors	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Coors Coors Light	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Coors Keystone Ice	5.9	10	1.006	3	20	Lager	74	American Adjunct Lager
Coors Keystone Light	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Coors Killian's Irish Red	4.9	32	1.01	17	29	Amber	75	American Amber / Red Lager
Coronado Idiot IPA	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Coronado Islander IPA	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
Coronado Mermaid's Red	5.7	32	1.012	13	29	Amber	1	American Amber / Red Ale
Coronado Red Devil	10	85	1.02	13	36	Strong Ale	13	American Strong Ale
Corsendonk Abbey Brown Ale	7.5	20	1.013	13	33	Dubbel	28	Dubbel
Corsendonk Abbey Pale Ale	7.5	30	1.011	6	9	Tripel	37	Tripel
Corsendonk Corsendonk Christmas Ale	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Craftsman 1903	0	NULL	NULL	NULL	20	Lager	NULL	NULL
Craftsman Cabernale	7.5	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Craftsman Edgar's Ale	8.2	NULL	NULL	NULL	11	Stout	NULL	NULL
Craftsman Heavenly Hefeweizen	?	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Craftsman Holiday Spruce	7.2	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Craftsman IPA	6.25	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Craftsman Poppyfields Pale Ale	?	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Craftsman Smoked Black Lager	?	NULL	NULL	NULL	41	Smoked Beer	NULL	NULL
Craftsman Triple White Sage	9	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
DAB Original	5	28	1.013	5	20	Lager	88	Dortmunder / Export Lager
Damm Estrella Damm	5.2	NULL	NULL	NULL	20	Lager	NULL	NULL
Dark Horse Crooked Tree IPA	6	50	1.014	11	10	India Pale Ale	8	American IPA
Dark Horse Double Crooked Tree IPA	12	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Dark Horse Perkulator	7.5	21	1.02	16	16	Bock Beer	87	Doppelbock
Dark Horse Plead The 5th	12	70	1.024	35	11	Stout	56	Russian Imperial Stout
Dark Horse Reserve Special Black Bier Ale	7.5	85	1.02	13	36	Strong Ale	13	American Strong Ale
Dark Horse Scotty Karate	9.75	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Dark Horse Tres Blueberry Stout	4.5	55	1.016	35	11	Stout	12	American Stout
Darwin Brewery Original Flag Porter	5	27	1.011	25	23	Porter	48	English Porter
De Blaugies Darbyste	5.8	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
De Blaugies La Moneuse	8	NULL	NULL	NULL	24	Saison	NULL	NULL
De Blaugies La Moneuse Speciale Noel	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
De Blaugies Saison De L'Epeautre	6	NULL	NULL	NULL	24	Saison	NULL	NULL
De Dolle Arabier	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
De Dolle Boskeun	10	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
De Dolle De Dulle Teve	10	30	1.011	6	9	Tripel	37	Tripel
De Dolle Extra Export Stout	9	50	1.015	35	11	Stout	52	Foreign / Export Stout
De Dolle Oerbier	9.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
De Dolle Stille Nacht	12	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
De Proef Flemish Primitive	9	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
De Proef Signature Ale	5.8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
De Proef Troubadour Blond	6.5	NULL	NULL	NULL	30	Blonde	NULL	NULL
De Proef Troubadour Obscura	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
De Proef Zoetzuur Flemish Ale	7	18	1.007	13	32	Wild Ale	31	Flanders Red Ale
De Proef Zoetzuur Flemish Ale	7	18	1.007	13	32	Wild Ale	31	Flanders Red Ale
De Ranke Cuvee De Ranke	7	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
De Ranke Guldenberg	8.5	30	1.011	6	9	Tripel	37	Tripel
De Ranke Kriek	7	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
De Ranke Noir de Dottignies	9	25	1.015	16	36	Strong Ale	21	Belgian Dark Ale
De Ranke Pere Noel	7	28	1.011	4	31	Pale Ale	25	Belgian Strong Pale Ale
De Ranke XX Bitter	6.2	55	1.014	11	10	India Pale Ale	22	Belgian IPA
De Struise Black Albert	13	70	1.024	35	11	Stout	56	Russian Imperial Stout
De Struise Pannepot	10	28	1.017	17	34	Quad	35	Quadrupel (Quad)
Deschutes Bachelor ESB	5.3	NULL	NULL	NULL	28	Bitter	NULL	NULL
Deschutes Black Butte Porter	5.2	35	1.014	29	23	Porter	11	American Porter
Deschutes Cinder Cone Red Ale	5.4	NULL	NULL	NULL	29	Amber	NULL	NULL
Deschutes Green Lakes	5.2	32	1.012	13	29	Amber	1	American Amber / Red Ale
Deschutes Hop Henge Experimental IPA	8.75	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Deschutes Hop in the Dark	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Deschutes Hop Trip	5.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Deschutes Inversion IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Deschutes Jubel 2010	11	85	1.02	13	36	Strong Ale	13	American Strong Ale
Deschutes Jubelale	6.7	25	1.016	17	36	Strong Ale	57	Winter Warmer
Deschutes Mirror Mirror	11	85	1.022	14	14	Barley Wine	2	American Barleywine
Deschutes Mirror Pond	5.3	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Deschutes Obsidian Stout	6.4	55	1.016	35	11	Stout	12	American Stout
Deschutes Red Chair NWPA	6.4	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Deschutes The Abyss	11	NULL	NULL	NULL	11	Stout	NULL	NULL
Deschutes The Dissident	9	15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
Deschutes Twilight Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Desnoes and Geddes Red Stripe	4.7	10	1.006	3	20	Lager	74	American Adjunct Lager
Dixie Blackened Voodoo	5	28	1.013	24	43	Schwarzbier	97	Schwarzbier
Dixie Crimson Voodoo	5.13	32	1.012	13	29	Amber	1	American Amber / Red Ale
Dixie Dixie Beer	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Dogfish Head 120 Minute IPA	18	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Dogfish Head 60 Minute IPA	6	50	1.014	11	10	India Pale Ale	8	American IPA
Dogfish Head 90 Minute IPA	9	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Dogfish Head Aprihop	7	50	1.014	11	10	India Pale Ale	8	American IPA
Dogfish Head Bitches Brew	9	70	1.024	35	11	Stout	56	Russian Imperial Stout
Dogfish Head Black & Blue	10	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Dogfish Head Burton Baton	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Dogfish Head Chateau Jiahu	8	20	1.013	8	8	Misc	102	Herbed / Spiced Beer
Dogfish Head Chicory Stout	5.2	55	1.016	35	11	Stout	12	American Stout
Dogfish Head Festina Peche	4.5	7	1.004	3	26	Wheat Beer	60	Berliner Weissbier
Dogfish Head Fort	18	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Dogfish Head Immort Ale	11	85	1.02	13	36	Strong Ale	13	American Strong Ale
Dogfish Head Indian Brown Ale	7.2	32	1.012	27	13	Brown Ale	4	American Brown Ale
Dogfish Head Midas Touch	9	20	1.013	8	36	Strong Ale	102	Herbed / Spiced Beer
Dogfish Head My Antonia	7.5	NULL	NULL	NULL	12	Pilsner	NULL	NULL
Dogfish Head Olde School Barleywine	15.04	85	1.022	14	14	Barley Wine	2	American Barleywine
Dogfish Head Palo Santo Marron	12	32	1.012	27	13	Brown Ale	4	American Brown Ale
Dogfish Head Pangaea	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Dogfish Head Punkin Ale	7	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
Dogfish Head Raison D'Etre	8	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Dogfish Head Raison D'extra	18	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Dogfish Head Red & White	10	15	1.01	3	26	Wheat Beer	38	Witbier
Dogfish Head Sah'tea	9	26	1.01	6	8	Misc	58	Sahti
Dogfish Head Shelter Pale Ale	5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Dogfish Head Squall IPA	9	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Dogfish Head Theobroma	9	25	1.012	10	44	Fruit/Vegetable	16	Chile Beer
Dogfish Head World Wide Stout	18	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Drake's 1500 Pale Ale	5.2	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Drake's Amber	5.9	32	1.012	13	29	Amber	1	American Amber / Red Ale
Drake's Blonde	4.8	25	1.009	4	39	Kolsch	65	Kölsch
Drake's Hefe	4.9	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Drake's Imperial Stout	8.75	70	1.024	35	11	Stout	56	Russian Imperial Stout
Drake's IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Dubuisson Scaldis Belgian Ale	12	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
