BEER_ID	BEER	ABV	IBU	GRAVITY	COLOR	CATEGORY_ID	CATEGORY_NAME	STYLE_ID	STYLE_NAME
656	Boulevard Bully! Porter	5.4	35	1.014	29	23	Porter	11	American Porter
657	Boulevard Double Wide IPA	8.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
658	Boulevard Dry Stout	4.9	37	1.009	32	11	Stout	68	Irish Dry Stout
659	Boulevard Lunar Ale	5.1	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
660	Boulevard Pale Ale	5.1	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
1888	Boulevard Saison - Brett	8.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
661	Boulevard Seeyoulater Doppelbock		21	1.02	16	16	Bock Beer	87	Doppelbock
662	Boulevard The Sixth Glass	10.5	NULL	NULL	NULL	34	Quad	NULL	NULL
113	Boulevard Two Jokers Double-Wit	8	15	1.01	3	26	Wheat Beer	38	Witbier
663	Boulevard Unfiltered Wheat Beer	4.4	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
664	Boulevard Zon	4.4	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
1699	Boxcar Original Ale	5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
2062	Brahma Brahma	4.8	NULL	NULL	NULL	20	Lager	NULL	NULL
1085	Brasserie a Vapeur Cochonne	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1087	Brasserie a Vapeur Saison de Pipaix	6	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1086	Brasserie a Vapeur Vapeur en Folie	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1133	Brasserie Caracole Caracole	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1091	Brasserie Caracole Nostradamus	9.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1092	Brasserie Caracole Saxo	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1093	Brasserie Caracole Troublette	5	15	1.01	3	26	Wheat Beer	38	Witbier
1136	Brasserie Castelain Blond Biere de Garde	6.4	15	1.012	12	35	Biere de Garde	27	Bière de Garde
1137	Brasserie Castelain St. Amand	5.9	15	1.012	12	35	Biere de Garde	27	Bière de Garde
2063	Brasserie de Silly La Divine Blond	7.5	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
2064	Brasserie de Silly La Divine Triple	9.5	NULL	NULL	NULL	9	Tripel	NULL	NULL
2065	Brasserie de Silly Pink Killer	5	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
2066	Brasserie de Silly Saison Silly	5.3	NULL	NULL	NULL	24	Saison	NULL	NULL
2067	Brasserie de Silly Scotch Silly	8	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
1098	Brasserie des Geants Saison Voisin	5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1905	Brasserie Dieu du Ciel Aphrodisiaque	6.5	55	1.016	35	11	Stout	12	American Stout
1906	Brasserie Dieu du Ciel Corne Du Diable	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
1908	Brasserie Dieu du Ciel Dernière Volonté	6.5	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
1105	Brasserie Dieu du Ciel Péché Mortel	9.5	70	1.024	35	11	Stout	7	American Double / Imperial Stout
1907	Brasserie Dieu du Ciel Route Des Épices	5	22	1.012	17	45	Specialty Grain	19	Rye Beer
1106	Brasserie Grain d'Orge Belzebuth	13	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1088	Brasserie La Binchoise La Binchoise Blonde Tradition	6.5	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
1089	Brasserie La Binchoise La Binchoise Brune Tradition	8.2	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1090	Brasserie La Binchoise La Binchoise Reserve Speciale	9	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1063	Brasserie Lefebvre Blanche de Bruxelles	4.5	15	1.01	3	26	Wheat Beer	38	Witbier
1224	Brasserie Lefebvre Floreffe Blonde	6.3	25	1.012	11	30	Blonde	23	Belgian Pale Ale
1225	Brasserie Lefebvre Floreffe Prima Melior	8	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1226	Brasserie Lefebvre Floreffe Triple	7.5	30	1.011	6	9	Tripel	37	Tripel
2129	Brasserie Piedboeuf Jupiler	5.2	NULL	NULL	NULL	20	Lager	NULL	NULL
1677	Breckenridge 471 Small Batch IPA	9.2	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1678	Breckenridge Avalanche	5.41	32	1.012	13	29	Amber	1	American Amber / Red Ale
2068	Breckenridge Christmas Ale	7.4	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
1679	Breckenridge Oatmeal Stout	4.95	33	1.015	32	11	Stout	54	Oatmeal Stout
1676	Breckenridge Vanilla Porter	4.7	35	1.014	29	23	Porter	11	American Porter
1889	BrewDog Bashah	8.6	55	1.014	25	8	Misc	104	Black IPA / Cascadian Dark Ale
114	BrewDog Chaos Theory	7.1	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
115	BrewDog Devine Rebel	12.5	52	1.024	15	14	Barley Wine	41	English Barleywine
116	BrewDog Dogma	7.8	20	1.013	8	36	Strong Ale	102	Herbed / Spiced Beer
665	BrewDog Hardcore IPA	9	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
117	BrewDog Paradox Glen Grant	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
118	BrewDog Paradox Islay	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
119	BrewDog Paradox Smokehead	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
120	BrewDog Paradox Springbank	10	70	1.024	35	11	Stout	7	American Double / Imperial Stout
121	BrewDog Punk IPA	6.1	50	1.014	11	10	India Pale Ale	8	American IPA
666	BrewDog Riptide	8	NULL	NULL	NULL	11	Stout	NULL	NULL
667	BrewDog The Physics	5	NULL	NULL	NULL	28	Bitter	NULL	NULL
668	BrewDog Tokyo	12	NULL	NULL	NULL	11	Stout	NULL	NULL
122	BrewDog Zephyr	13	90	1.017	12	44	Fruit/Vegetable	6	American Double / Imperial IPA
1107	BridgePort Black Strap Stout	6	55	1.016	35	11	Stout	12	American Stout
1108	BridgePort Blue Heron	4.9	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
1110	BridgePort BridgePort ESB	6.1	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
1113	BridgePort BridgePort IPA	5.5	50	1.014	11	10	India Pale Ale	8	American IPA
1114	BridgePort BridgePort Porter	5.5	35	1.014	29	23	Porter	11	American Porter
1109	BridgePort Ebenezer	6.4	25	1.016	17	36	Strong Ale	57	Winter Warmer
1111	BridgePort Haymaker	5.3	20	1.011	4	30	Blonde	3	American Blonde Ale
1112	BridgePort Hop Czar	7.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1115	BridgePort Ropewalk Amber Ale	5.6	32	1.012	13	29	Amber	1	American Amber / Red Ale
2069	Bristol Beehive	5	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
2070	Bristol Cheyenne Canon	6.3	NULL	NULL	NULL	13	Brown Ale	NULL	NULL
2071	Bristol Compass IPA	6.7	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
2072	Bristol Laughing Lab	5.3	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
2073	Bristol Mass Transit Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
2074	Bristol Old No. 23	11.25	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
2075	Bristol Red Rocket	5.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
2076	Bristol Winter Warlock	6.5	NULL	NULL	NULL	11	Stout	NULL	NULL
911	Brooklyn Black Chocolate Stout	10.6	NULL	NULL	NULL	11	Stout	NULL	NULL
1890	Brooklyn Black OpS	11.6	70	1.024	35	11	Stout	56	Russian Imperial Stout
914	Brooklyn Brooklyn Lager	5.2	24	1.012	13	20	Lager	98	Vienna Lager
1891	Brooklyn Brooklyner Weisse	5	12	1.012	5	26	Wheat Beer	63	Hefeweizen
1892	Brooklyn Brooklyner-Schneider Hopfen-Weisse	8.5	22	1.019	19	16	Bock Beer	67	Weizenbock
912	Brooklyn Brown Ale	5.6	32	1.012	27	13	Brown Ale	4	American Brown Ale
913	Brooklyn East India Pale Ale	6.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
915	Brooklyn Local 1	9	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
916	Brooklyn Local 2	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
917	Brooklyn Monster Ale	10.8	52	1.024	15	14	Barley Wine	41	English Barleywine
918	Brooklyn Oktoberfest	5.5	NULL	NULL	NULL	42	Marzen	NULL	NULL
910	Brooklyn Pennant Ale 55	5.1	30	1.01	9	31	Pale Ale	46	English Pale Ale
919	Brooklyn Pilsner	5	NULL	NULL	NULL	12	Pilsner	NULL	NULL
1854	Brooklyn Post Road Pumpkin Ale	5	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
920	Brooklyn Summer Ale	4.5	30	1.01	9	31	Pale Ale	46	English Pale Ale
921	Brooklyn Winter Ale	6	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
1072	Brouwerij Boon Boon Oude Geuze	7	5	1.003	5	32	Wild Ale	32	Gueuze
1073	Brouwerij Boon Boon Oude Geuze Mariage Parfait	8	5	1.003	5	32	Wild Ale	32	Gueuze
1074	Brouwerij Boon Boon Oude Kriek	6.5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
1858	Brouwerij Contreras Valeir Extra	6.5	55	1.014	11	10	India Pale Ale	22	Belgian IPA
1116	Brouwerij Girardin Girardin Gueuze Black Label	5	5	1.003	5	32	Wild Ale	32	Gueuze
1117	Brouwerij Oud Beersel Bersalis	9.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1118	Brouwerij Oud Beersel Oud Beersel Framboise	6	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
1119	Brouwerij Oud Beersel Oud Beersel Kriek	4	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
1120	Brouwerij Oud Beersel Oude Gueuze Vieille	6	5	1.003	5	32	Wild Ale	32	Gueuze
1121	Brouwerij Oud Beersel Oude Kriek Vieille	6.5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
2026	Browar Okocim Okocim Beer	7	35	1.01	4	12	Pilsner	90	German Pilsener
1470	Brunehaut St. Martin Blonde	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1471	Brunehaut St. Martin Brune	8	20	1.013	13	33	Dubbel	28	Dubbel
922	Budvar Czechvar (Budvar)	5	NULL	NULL	NULL	20	Lager	NULL	NULL
127	Buffalo Bill's Blueberry Oatmeal Stout	7.5	70	1.024	35	44	Fruit/Vegetable	7	American Double / Imperial Stout
128	Buffalo Bill's Orange Blossom Cream Ale	5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
129	Buffalo Bill's Pumpkin Ale	5	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
1797	Butte Creek Organic India Pale Ale	6.7	50	1.014	11	10	India Pale Ale	8	American IPA
1796	Butte Creek Organic Porter	5.9	35	1.014	29	23	Porter	11	American Porter
1672	Butternuts Heinnieweisse	4.9	12	1.012	5	26	Wheat Beer	63	Hefeweizen
1673	Butternuts Moo Thunder	4.9	30	1.019	35	11	Stout	53	Milk / Sweet Stout
1671	Butternuts Porkslap Pale Ale	4.3	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
1674	Butternuts Snapperhead IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
1895	Caldera Hopportunity Knocks	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
1896	Caldera IPA	6.1	50	1.014	11	10	India Pale Ale	8	American IPA
1897	Caldera Pale Ale	5.6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
130	Cantillon 50°N-4°E	7	5	1.006	5	32	Wild Ale	34	Lambic - Unblended
131	Cantillon Bruocsella 1900 Grand Cru	5	5	1.006	5	32	Wild Ale	34	Lambic - Unblended
669	Cantillon Classic Gueuze	5	5	1.003	5	32	Wild Ale	32	Gueuze
132	Cantillon Cuvee des Champions	5	5	1.003	5	32	Wild Ale	32	Gueuze
133	Cantillon Fou' Foune	5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
134	Cantillon Gueuze Loerik	5	5	1.003	5	32	Wild Ale	32	Gueuze
670	Cantillon Iris	5	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
671	Cantillon Kriek	5	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
672	Cantillon Rose De Gambrinus	5	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
135	Cantillon Saint Lamvinus	5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
136	Cantillon Vigneronne	5	5	1.005	5	32	Wild Ale	33	Lambic - Fruit
137	Capital Autumnal Fire	8.5	21	1.02	16	16	Bock Beer	87	Doppelbock
673	Capital Blond Doppelbock	8	21	1.02	16	16	Bock Beer	87	Doppelbock
138	Capital Capital Baltic Porter	8.5	30	1.02	23	23	Porter	39	Baltic Porter
139	Capital Capital Oktoberfest	5.5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
140	Capital Capital Pilsner	4.8	35	1.01	4	12	Pilsner	90	German Pilsener
141	Capital Capital Wild Rice	5	20	1.013	8	45	Specialty Grain	102	Herbed / Spiced Beer
674	Capital Maibock	6.2	NULL	NULL	NULL	16	Bock Beer	NULL	NULL
675	Capital Munich Dark	5.5	23	1.013	21	20	Lager	93	Munich Dunkel Lager
142	Capital Winter Skål	5.4	32	1.01	17	29	Amber	75	American Amber / Red Lager
143	Capital Wisconsin Amber	5.1	32	1.01	17	29	Amber	75	American Amber / Red Lager
144	Captain Lawrence Captain's Reserve	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
145	Captain Lawrence Cuvee de Castleton	6	17	1.01	8	32	Wild Ale	14	American Wild Ale
146	Captain Lawrence Flaming Fury		17	1.01	8	32	Wild Ale	14	American Wild Ale
147	Captain Lawrence Golden Delicious	10	30	1.011	6	9	Tripel	37	Tripel
148	Captain Lawrence Little Linda's Liquid	8.5	17	1.01	8	32	Wild Ale	14	American Wild Ale
149	Captain Lawrence Nor' Easter	12	25	1.016	17	36	Strong Ale	57	Winter Warmer
150	Captain Lawrence Rosso e Marrone		15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
151	Captain Lawrence Smoke from the Oak	6.4	35	1.014	29	41	Smoked Beer	11	American Porter
152	Captain Lawrence Xtra Gold	10	30	1.011	6	9	Tripel	37	Tripel
2078	Captured by Porches Invasive Species IPA	6.3	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
1708	Carlow Brewing O'Hara's Celtic Stout	4.3	37	1.009	32	11	Stout	68	Irish Dry Stout
1709	Carlow Brewing O'Hara's Irish Red	4.3	22	1.011	14	29	Amber	69	Irish Red Ale
1134	Carlsberg Carlsberg Beer	4.6	35	1.01	4	12	Pilsner	90	German Pilsener
1135	Carlsberg Carlsberg Elephant	7.2	20	1.017	5	20	Lager	85	Euro Strong Lager
2196	Carlton & United Pure Blonde	4.6	NULL	NULL	NULL	20	Lager	NULL	NULL
2079	Carlton & United Victoria Bitter	4.9	NULL	NULL	NULL	20	Lager	NULL	NULL
2080	Carolina Beer Company Carolina Blonde	5	NULL	NULL	NULL	30	Blonde	NULL	NULL
2081	Castlemaine Perkins XXXX Bitter	4.8	NULL	NULL	NULL	20	Lager	NULL	NULL
2105	Cervecera Mexicana Ed Hardy Death Or Light Beer	?	NULL	NULL	NULL	20	Lager	NULL	NULL
2104	Cervecera Mexicana Ed Hardy Premium Beer	?	NULL	NULL	NULL	20	Lager	NULL	NULL
153	Chimay Chimay Grande Reserve (Blue)	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
154	Chimay Chimay Première (Red)	7	20	1.013	13	33	Dubbel	28	Dubbel
155	Chimay Chimay Tripel (White)	8	30	1.011	6	9	Tripel	37	Tripel
676	Cisco Brewers Baggywrinkle Barleywine	12	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
677	Cisco Brewers Bailey's Ale	7.5	20	1.011	4	30	Blonde	3	American Blonde Ale
678	Cisco Brewers Captain Swain's Extra Stout	8	NULL	NULL	NULL	11	Stout	NULL	NULL
1798	Cisco Brewers Cherry Woods	4.7	17	1.01	8	32	Wild Ale	14	American Wild Ale
679	Cisco Brewers Grey Lady	?	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
680	Cisco Brewers Indie Pale Ale	?	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
681	Cisco Brewers Moor Porter	7	35	1.014	29	23	Porter	11	American Porter
156	Cisco Sankaty Light	3.8	10	1.001	3	20	Lager	80	Light Lager
157	Cisco Whale's Tale Pale Ale	5.6	30	1.01	9	31	Pale Ale	46	English Pale Ale
682	Clipper City Heavy Seas Below Decks	11	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
685	Clipper City Heavy Seas Big DIPA	10.6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
683	Clipper City Heavy Seas Hang Ten	10	22	1.019	19	16	Bock Beer	67	Weizenbock
686	Clipper City Heavy Seas Holy Sheet	9	20	1.013	13	33	Dubbel	28	Dubbel
687	Clipper City Heavy Seas Loose Cannon (Hop3)	7.25	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
688	Clipper City Heavy Seas Peg Leg	8	NULL	NULL	NULL	11	Stout	NULL	NULL
684	Clipper City Heavy Seas Prosit!	9	NULL	NULL	NULL	42	Marzen	NULL	NULL
689	Clipper City Heavy Seas Red Sky At Night	8	NULL	NULL	NULL	24	Saison	NULL	NULL
690	Clipper City Heavy Seas Small Craft Warning	7	NULL	NULL	NULL	20	Lager	NULL	NULL
1936	Clipper City Heavy Seas Winter Storm	7.5	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
158	Clipper City MärzHon	5.8	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
159	Coast Blackbeerd	9.3	70	1.024	35	11	Stout	56	Russian Imperial Stout
160	Coast HopArt	7.7	50	1.014	11	10	India Pale Ale	8	American IPA
161	Coast Rye Not Brown Ale	6.2	32	1.012	27	13	Brown Ale	4	American Brown Ale
163	Cold Spring Cold Spring Pale Ale		37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
162	Cold Spring Moonlight Ale		25	1.012	25	13	Brown Ale	15	Black & Tan
1138	Coney Island (Shmaltz) Albino Python	6	10	1.006	3	20	Lager	78	American Pale Lager
1140	Coney Island (Shmaltz) Coney Island Lager	5.5	32	1.01	17	29	Amber	75	American Amber / Red Lager
1141	Coney Island (Shmaltz) Freaktoberfest	6.66	32	1.01	17	29	Amber	75	American Amber / Red Lager
1142	Coney Island (Shmaltz) Human Blockhead	10	32	1.01	17	29	Amber	75	American Amber / Red Lager
1139	Coney Island (Shmaltz) Sword Swallower	6.8	10	1.006	3	20	Lager	78	American Pale Lager
691	Coniston Bluebird Bitter	4.2	NULL	NULL	NULL	28	Bitter	NULL	NULL
164	Coniston Old Man Ale	4.8	45	1.019	16	38	Old Ale	55	Old Ale
165	Coopers Coopers Best Extra Stout	6.3	50	1.015	35	11	Stout	52	Foreign / Export Stout
167	Coopers Coopers Original Pale Ale	4.5	30	1.01	9	31	Pale Ale	46	English Pale Ale
166	Coopers Coopers Premium Lager	5	12	1.006	3	20	Lager	84	Euro Pale Lager
168	Coopers Coopers Sparkling Ale	5.8	30	1.01	9	30	Blonde	46	English Pale Ale
102	Coors Blue Moon	5.4	15	1.01	3	26	Wheat Beer	38	Witbier
103	Coors Blue Moon Full Moon	5.6	20	1.013	13	33	Dubbel	28	Dubbel
104	Coors Blue Moon Grand Cru		15	1.01	3	26	Wheat Beer	38	Witbier
105	Coors Blue Moon Harvest Moon	5.77	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
106	Coors Blue Moon Honey Moon	5.6	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
107	Coors Blue Moon Pale Moon	5.4	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
108	Coors Blue Moon Rising Moon	5.4	32	1.012	13	26	Wheat Beer	1	American Amber / Red Ale
169	Coors Coors	5	10	1.006	3	20	Lager	74	American Adjunct Lager
694	Coors Coors Light	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
692	Coors Keystone Ice	5.9	10	1.006	3	20	Lager	74	American Adjunct Lager
693	Coors Keystone Light	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
219	Coors Killian's Irish Red	4.9	32	1.01	17	29	Amber	75	American Amber / Red Lager
1642	Coronado Idiot IPA	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1643	Coronado Islander IPA	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
1644	Coronado Mermaid's Red	5.7	32	1.012	13	29	Amber	1	American Amber / Red Ale
1645	Coronado Red Devil	10	85	1.02	13	36	Strong Ale	13	American Strong Ale
1147	Corsendonk Abbey Brown Ale	7.5	20	1.013	13	33	Dubbel	28	Dubbel
1146	Corsendonk Abbey Pale Ale	7.5	30	1.011	6	9	Tripel	37	Tripel
1145	Corsendonk Corsendonk Christmas Ale	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
2082	Craftsman 1903	0	NULL	NULL	NULL	20	Lager	NULL	NULL
2083	Craftsman Cabernale	7.5	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
2084	Craftsman Edgar's Ale	8.2	NULL	NULL	NULL	11	Stout	NULL	NULL
2085	Craftsman Heavenly Hefeweizen	?	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
2086	Craftsman Holiday Spruce	7.2	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
2087	Craftsman IPA	6.25	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
2088	Craftsman Poppyfields Pale Ale	?	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
2089	Craftsman Smoked Black Lager	?	NULL	NULL	NULL	41	Smoked Beer	NULL	NULL
1954	Craftsman Triple White Sage	9	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
1918	DAB Original	5	28	1.013	5	20	Lager	88	Dortmunder / Export Lager
2106	Damm Estrella Damm	5.2	NULL	NULL	NULL	20	Lager	NULL	NULL
1898	Dark Horse Crooked Tree IPA	6	50	1.014	11	10	India Pale Ale	8	American IPA
1899	Dark Horse Double Crooked Tree IPA	12	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1856	Dark Horse Perkulator	7.5	21	1.02	16	16	Bock Beer	87	Doppelbock
1900	Dark Horse Plead The 5th	12	70	1.024	35	11	Stout	56	Russian Imperial Stout
1901	Dark Horse Reserve Special Black Bier Ale	7.5	85	1.02	13	36	Strong Ale	13	American Strong Ale
1902	Dark Horse Scotty Karate	9.75	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
1903	Dark Horse Tres Blueberry Stout	4.5	55	1.016	35	11	Stout	12	American Stout
1223	Darwin Brewery Original Flag Porter	5	27	1.011	25	23	Porter	48	English Porter
170	De Blaugies Darbyste	5.8	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
695	De Blaugies La Moneuse	8	NULL	NULL	NULL	24	Saison	NULL	NULL
696	De Blaugies La Moneuse Speciale Noel	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
697	De Blaugies Saison De L'Epeautre	6	NULL	NULL	NULL	24	Saison	NULL	NULL
1148	De Dolle Arabier	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1149	De Dolle Boskeun	10	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1150	De Dolle De Dulle Teve	10	30	1.011	6	9	Tripel	37	Tripel
1904	De Dolle Extra Export Stout	9	50	1.015	35	11	Stout	52	Foreign / Export Stout
1151	De Dolle Oerbier	9.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1152	De Dolle Stille Nacht	12	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
698	De Proef Flemish Primitive	9	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
171	De Proef Signature Ale	5.8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
699	De Proef Troubadour Blond	6.5	NULL	NULL	NULL	30	Blonde	NULL	NULL
700	De Proef Troubadour Obscura	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
701	De Proef Zoetzuur Flemish Ale	7	18	1.007	13	32	Wild Ale	31	Flanders Red Ale
702	De Proef Zoetzuur Flemish Ale	7	18	1.007	13	32	Wild Ale	31	Flanders Red Ale
703	De Ranke Cuvee De Ranke	7	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
1258	De Ranke Guldenberg	8.5	30	1.011	6	9	Tripel	37	Tripel
705	De Ranke Kriek	7	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
172	De Ranke Noir de Dottignies	9	25	1.015	16	36	Strong Ale	21	Belgian Dark Ale
706	De Ranke Pere Noel	7	28	1.011	4	31	Pale Ale	25	Belgian Strong Pale Ale
707	De Ranke XX Bitter	6.2	55	1.014	11	10	India Pale Ale	22	Belgian IPA
1754	De Struise Black Albert	13	70	1.024	35	11	Stout	56	Russian Imperial Stout
1755	De Struise Pannepot	10	28	1.017	17	34	Quad	35	Quadrupel (Quad)
2090	Deschutes Bachelor ESB	5.3	NULL	NULL	NULL	28	Bitter	NULL	NULL
1635	Deschutes Black Butte Porter	5.2	35	1.014	29	23	Porter	11	American Porter
923	Deschutes Cinder Cone Red Ale	5.4	NULL	NULL	NULL	29	Amber	NULL	NULL
1738	Deschutes Green Lakes	5.2	32	1.012	13	29	Amber	1	American Amber / Red Ale
1637	Deschutes Hop Henge Experimental IPA	8.75	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1750	Deschutes Hop in the Dark	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
924	Deschutes Hop Trip	5.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
925	Deschutes Inversion IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
1740	Deschutes Jubel 2010	11	85	1.02	13	36	Strong Ale	13	American Strong Ale
926	Deschutes Jubelale	6.7	25	1.016	17	36	Strong Ale	57	Winter Warmer
1636	Deschutes Mirror Mirror	11	85	1.022	14	14	Barley Wine	2	American Barleywine
927	Deschutes Mirror Pond	5.3	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
928	Deschutes Obsidian Stout	6.4	55	1.016	35	11	Stout	12	American Stout
1815	Deschutes Red Chair NWPA	6.4	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
929	Deschutes The Abyss	11	NULL	NULL	NULL	11	Stout	NULL	NULL
1739	Deschutes The Dissident	9	15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
930	Deschutes Twilight Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
1358	Desnoes and Geddes Red Stripe	4.7	10	1.006	3	20	Lager	74	American Adjunct Lager
173	Dixie Blackened Voodoo	5	28	1.013	24	43	Schwarzbier	97	Schwarzbier
174	Dixie Crimson Voodoo	5.13	32	1.012	13	29	Amber	1	American Amber / Red Ale
708	Dixie Dixie Beer	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
1158	Dogfish Head 120 Minute IPA	18	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
